recipe_name;recipe_url;recipe_image;ingredients;raw_ingredients;instructions
Corned Beef Cakes;http://www.afrolems.com/2016/08/08/corned-beef-cakes/;https://spoonacular.com/recipeImages/corned-beef-cakes-797177.jpg;2 cups of Breadcrumbs,1 can of Corned Beef,2 Eggs,1/4 cup of Milk,Oil for deep frying,1/2 bulb of Onion,1 Tablespoon of Chopped Parsley,2 Irish Potatoes,1 Scotch bonnet Pepper,Chicken Seasoning cubes;breadcrumbs,corned beef,eggs,milk,oil,onion,parsley,potatoes,scotch bonnet pepper,seasoning cubes;Wash, peel and boil your potatoes with a pinch of chicken seasoningMash the potatoes and set aside.Mash the corned beef and combine the potatoes, add the chopped onions, parsley, chopped pepper, seasoning and set aside.Whisk the eggs with the milk and pour 3 tablespoons of the mix into the mashed corned beef and potato mix. Scoop a small portion of your mix and mould. Dip it in the egg mix and roll in the breadcrumbs and set aside.In a pan of hot oil, deep fry the corned beef cakes till golden brown. P:S – Place the cakes in gently and also take out gently as this is a softer cake and may crumble easily
Chili Pie with Green Chile and Cheddar Cornbread Crust;http://www.foodista.com/recipe/R526VXXY/chili-pie-w-green-chile-cheddar-cornbread-crust;https://spoonacular.com/recipeImages/chili-pie-with-green-chile-and-cheddar-cornbread-crust-638568.jpg;1 tablespoon Baking Powder,3 tablespoons Butter, melted,14 ounces can Cannelini Beans, drained & rinsed,14 ounces can Diced Tomatoes,1 tablespoon Chile Powder, plus more for sprinkling over top,Pinch of Cinnamon,1 cup Cornmeal,1/2 teaspoon Cumin,2 Eggs,3 cups (12 ounces) Extra Sharp Cheddar Cheese, shredded,1 cup all-purpose Flour,1 cup Corn, frozen or canned (drained),5 cloves Garlic, minced,4 ounces can Green Chiles, diced,1 pound + ½ Ground Beef or Ground Turkey,Sea or Kosher salt and Fresh Black Pepper,1 cup Milk,Pinch of Nutmeg,Olive oil for sauteing,1 teaspoon Oregano,Red Pepper, optional,1/2 teaspoon Paprika, smoked or regular,1/2 cup Sour Cream, plus more for serving,1/2 teaspoon Table Salt or 1 teaspoon Sea/Kosher Salt,1/2 cup water,2 teaspoons Worcestershire Sauce,2 large yellow onions, diced;baking powder,butter,canned cannelini beans,canned diced tomatoes,chile powder,cinnamon,cornmeal,cumin,eggs,extra sharp cheddar cheese,flour,frozen corn,garlic,green chiles,ground turkey,kosher salt,milk,nutmeg,olive oil,oregano,red pepper,smoked paprika,sour cream,table salt,water,worcestershire sauce,yellow onions;<ol><li>In a large skillet saute onion in oil until soft and translucent, seasoning with salt and pepper. Add garlic and saute until fragrant. Remove 2/3 of the mixture from pan and set aside. Add green chiles with their juices and saute for 2-3 minutes. Remove and set aside in a separate bowl.</li><li>In the same skillet brown ground beef, crumbling it as it cooks. When cooked through carefully drain grease. Add the onion mixture, Chile powder, Worcestershire, oregano, paprika, cinnamon, nutmeg, red pepper and water. Mix thoroughly and continue cooking over medium-low heat as you add the tomatoes with juices, the beans and corn. Mix well and cook for 3-4 minutes.</li><li>Preheat oven to 400 degrees and grease a 9x13 inch casserole dish. Pour the meat mixture in and spread evenly over bottom. Sprinkle two cups of the cheese over top.</li><li>In a large bowl combine the flour, cornmeal, baking powder and salt.</li><li>In a separate medium bowl whisk the eggs, milk, butter and sour cream. Add this mixture to the dry mix and stir together.</li><li>Add the onion/green chile mixture and the remaining cup of cheese. Stir in. Pour over top of the meat mixture. Spread evenly. Sprinkle Chile powder over top.</li><li>Bake 25-30 minutes or until a toothpick comes clean from center of cornbread. Let set for 10 minutes before serving.</li></ol>
Homemade Animal Crackers;http://www.foodista.com/recipe/BPVBYNNB/homemade-animal-crackers;https://spoonacular.com/recipeImages/Homemade-Animal-Crackers-646905.jpg;1/4 tsp Allspice,1 tsp Baking Powder,1 cup Brown Sugar,1 stick Butter,1 tsp Cinnamon,2 Tbsp Cocoa Powder (Optional),1 Egg,1 1/2 cups Flour,1/2 cup Oats,1/8 tsp Salt,1 tsp Vanilla;allspice,baking powder,brown sugar,butter,cinnamon,cocoa powder,egg,flour,oats,salt,vanilla;"<ol><li>Cream together the butter and brown sugar.</li><li>Add in the egg and vanilla and combine well.</li><li>Mix in the cinnamon, allspice, and salt.</li><li>Finally, add in the baking powder, oats, flour, and optional cocoa powder. Cocoa powder should be subbed for flour. Simply add the powder to your measuring cup and then fill the rest of the way up with flour.</li><li>Mix it up good and form into a ball. Store in the fridge for a minimum of one hour and up to overnight.</li><li>When ready, pull dough from fridge, grab off a hunk and roll it out to 1/4 thick.</li><li>Cut out crackers and place on a cookie sheet lined with parchment.</li><li>Bake for 5-7 minutes in an oven preheated to 350 degrees.</li></ol>"""
Coconut Cream Pasta;http://www.afrolems.com/2016/02/10/coconut-cream-pasta-recipe/;https://spoonacular.com/recipeImages/coconut-cream-pasta-716333.jpg;1 tablespoon of all purpose flour,1/4 teaspoon of black pepper (optional),3 tablespoon melted butter,1 cup of chopped Chicken breast,1/2 cup of Coconut cream,3 cloves of garlic,1/2 teaspoon of ginger powder or grated ginger,1 medium bulb of Onion,1 scotch bonnet pepper,Seasoning cubes,1 handful of Spaghetti,1.5 cups of Chopped Vegetables( carrots, green, red and yellow pepper, spring onions),3 tablespoons of Vegetable oil;all purpose flour,black pepper,butter,chicken breast,coconut cream,garlic,ginger powder,onion,scotch bonnet pepper,seasoning cubes,spaghetti,stew vegetables,vegetable oil;Season your chicken breast with seasoning cubes and ginger. Heat up 1.5 tablespoons of butter and 1 spoon of vegetable oil on medium heat and stir fry your chicken breast till brown. reduce the heat to the lowest so the chicken cooks for the next 10-15 minutes.Boil your spaghetti with the 1 spoon of vegetable oil for 3-5 minutes till semi-soft and strain and rinse and set aside. Heat up the rest of the butter and the vegetable oil, stir fry the garlic and onion for one minute. Add the chopped vegetables, pepper and the chicken and stir fry. Season with seasoning cubes and black pepper and pour in the coconut cream.Stir in the flour and finally the spaghetti till all the cream is absorbed. Leave to simmer for 1-2 minutes and serve hot. 
Cherry Lime Mojito;http://www.foodista.com/recipe/82DFQ4GB/cherry-lime-mojito;https://spoonacular.com/recipeImages/Cherry-Lime-Mojito-637766.jpg;1 cup carbonated water (I used Lime flavored San Pellegrino),4 cherries, pitted and quartered,1 1/2 teaspoons demerara sugar,1 Lime, Juiced,6 mint leaves,2 ounces white rum;carbonated water,cherries,demerara sugar,juice of lime,mint leaves,white rum;<ol><li>Place cherries, mint, sugar and lime in a tall glass.</li><li>Muddle ingredients together at the bottom of the glass.</li><li>Add a few ice cubes and pour in the rum.</li><li>Fill the glass the rest of the way with carbonated water and serve.</li></ol>
Easy Chicken with White Wine Sauce;http://www.foodista.com/recipe/Y7KMH5RY/easy-chicken-with-white-wine-sauce;https://spoonacular.com/recipeImages/Easy-Chicken-with-White-Wine-Sauce-641912.jpg;2 packets Swanson® Flavor Concentrated Chicken Broth,1 cup dry white wine,1 tablespoon chopped fresh thyme leaves,1 tablespoon olive oil,1 shallot, minced,1 1/4 pounds skinless, boneless chicken breast halves;chicken broth,dry white wine,fresh thyme leaves,olive oil,shallot,skinless boneless chicken breast halves;<ol><li>Heat the oil in a 10-inch skillet over medium heat.  Add the chicken and cook for 10 minutes or until well browned on both sides.  Remove the chicken from the skillet.</li><li>Add the shallot and thyme to the skillet and cook and stir for 30 seconds.  Stir in the wine and cook for 2 minutes or until the mixture is reduced by half.  Stir in the concentrated broth.  Return the chicken to the skillet.  Cook for 5 minutes or until the chicken is cooked through.</li></ol>
Moroccan chickpea and lentil stew;http://www.foodista.com/recipe/C6DXLHJH/moroccan-chickpea-and-lentil-stew;https://spoonacular.com/recipeImages/Moroccan-chickpea-and-lentil-stew-652417.jpg;1 cup broccoli,1 can chickpeas, rinsed and drained,2 large carrots, chopped,2 celery stalks, chopped ili 1/3 cup chopped celery root,½ cup cooked lentils,1 cup couscous,Fresh cilantro, optional,2 tsp ground cumin,½ tsp ground turmeric,1 tbs lemon juice,2 tsp olive oil,2 tsp paprika,2-3 tbs tomato paste,Salt and pepper, to taste or 1 tbs Vegeta natur,1 ½ cups water;broccoli,canned chickpeas,carrots,celery stalks,cooked lentils,couscous,fresh cilantro,ground cumin,ground turmeric,lemon juice,olive oil,paprika,tomato paste,vegeta,water;<ol><li>Heat oil in large saucepan over medium-high heat, add onion and cook for about 3 minutes.</li><li>Add celery, carrot and broccoli to pan and saut for about 5 minutes.</li><li>Add in all seasonings and cook additional 1 minute.</li><li>Add water, tomato paste, chickpeas and lentils, bring to a boil. Cover, reduce heat to low and simmer for 20 minutes.</li><li>Meanwhile, cook couscous in separate pan according to package directions.</li><li>Add cilantro and lemon juice to stew and serve over warm couscous.</li></ol>
BBQ Beef Brisket;http://www.foodista.com/recipe/T3NNZRNQ/bbq-beef-brisket;https://spoonacular.com/recipeImages/BBQ-Beef-Brisket-634486.jpg;1 1/2 cups smokey barbecue sauce,1 brisket, 5 lbs., first cut,3 tablespoons brown sugar,1/4 tsp cayenne pepper (use 1/2 tsp for more heat),1/2 tbsp cornstarch,1/2 tsp cumin,4 ounces garlic powder,2 tbs. oil for searing,4 ounces onion powder,Salt and pepper,1/2 tsp smoked paprika (optional);barbecue sauce,beef brisket,brown sugar,cayenne pepper,cornstarch,cumin,garlic powder,oil,onion powder,salt and pepper,smoked paprika;<ol><li>Trim any large, thick pieces of fat from the brisket (dont remove all of the fat because it keeps the meat moist during cooking and adds flavor)</li><li>Sprinkle brisket with salt and pepper.</li><li>Mix the onion powder, garlic powder, smoked paprika, cumin, and cayenne pepper together in a small bowl.</li><li>Dry rub both sides of the brisket with the seasoning mixture.</li><li>Heat oil in a pan over medium-high heat and sear the meat on both sides.</li><li>Remove from the heat and set aside.</li><li>Stir together the honey barbecue sauce and brown sugar.</li><li>Pour half of the sauce into the bottom of your slow cooker.</li><li>Place the brisket, fatty side up, into the slow cooker.</li><li>Cover the top o the brisket with the remaining sauce.</li><li>Cover the slow cooker and set heat to low for 9 hours, or until fork tender.</li><li>When the brisket is cooked, remove it carefully from the slow cooker and place it on a cutting board.</li><li>Pour the sauce from the slow cooker into a saucepan and let it cool.</li><li>Skim the fat that has risen to the top of the sauce in the large bowl.</li><li>It will appear lighter in color than the sauce, like droplets of oil on the surface. Skim as much fat as you can.</li><li>In a small bowl, stir together cornstarch and 1 tbs. of water till completely smooth.</li><li>Pour the cornstarch mixture into the bowl of sauce and stir to combine.</li><li>Reduce the sauce quickly in a saucepan on the stovetop by simmering it to 10 minutes.</li><li>Pour the sauce over the brisket and serve.</li><li>The leftovers make great BBQ sandwiches.</li><li>If you like crockpot food, be sure to check out some of my favorite recipes at www.mealdiva.com</li></ol>
Chicken and Penne in Creamy Garlic Sauce;http://www.foodista.com/recipe/KLW6GPQG/creamy-garlic-chicken-and-penne;https://spoonacular.com/recipeImages/Chicken-and-Penne-in-Creamy-Garlic-Sauce-637913.jpg;4 tablespoons butter,2 cups chicken broth,2 cooked chicken breasts, cut into bite-size pieces,4 tablespoons flour,1 garlic clove, minced,Kosher salt and freshly ground black pepper,1/3 cup onion, finely chopped,2 1/2 cups penne pasta,Red pepper flakes, optional,1/4 teaspoon salt,Snow peas, handful, optional,1/2 cup sour cream;butter,chicken broth,cooked chicken breasts,flour,garlic clove,kosher salt,onion,penne pasta,red pepper flakes,salt,snow peas,sour cream;<ol><li>Bring a large pot of salted water (sea water salty!) to a boil.</li><li>Add penne and cook until al dente.</li><li>Meanwhile, melt butter in a saucepan over medium-high heat.  Cook garlic and onions until onions have softened.  Add flour and cook 1 to 2 minutes, stirring constantly. Season with salt and pepper.</li><li>Stir in broth, stirring frequently until sauce comes to simmer.  Remove from heat.</li><li>Using an immersion hand blender blend until sauce is smooth.  Stir in sour cream.</li><li>Drain pasta, transfer to a large serving bowl, and top with chicken.  Pour sauce over pasta, toss in a handful of snow peas and red pepper flakes, and toss well.</li></ol>
Caprese Quick Bread;http://www.foodista.com/recipe/W5MF623S/caprese-quick-bread;https://spoonacular.com/recipeImages/Caprese-Quick-Bread-636962.jpg;1 Tablespoon Baking Powder,¾ Tablespoons Butter, Melted,1 Tablespoon Dried Basil,¾ cups All-purpose Flour,4 ounces, weight Lite Mozzarella Cheese, Shredded,1 cup Non-fat Milk,1 Tablespoon Olive Oil,½ teaspoons Salt,¼ cups Sundried Tomatoes, Diced, Not Oil Packed,¾ cups White Whole Wheat Flour,1 whole Egg, Lightly Beaten;baking powder,butter,dried basil,flour,mozzarella cheese,non-fat milk,olive oil,salt,sundried tomatoes,white whole wheat flour,whole egg;<ol><li>Heat oven to 350. Spray a 9x5x3 loaf pan or two mini bread pans with cooking spray.</li><li>Stir together flours,cheese, baking powder, basil and salt in medium bowl. Add olive oil, egg and milk, stir till combined. Fold in sundried tomatoes.</li><li>Pour into pan, drizzle melted butter over top of bread. (Bread will be thick, flatten it out with your fingers)</li><li>Bake 30 minutes for mini loaf pans and 40-50 minutes for large loaf pan, or until golden brown and toothpick inserted in center comes out clean. Cool 5 minutes, remove from pan to wire rack. Cool 30 minutes before slicing, if you can control yourself!</li></ol>
Easy Homemade Rice and Beans;http://cooking2perfection.blogspot.com/2012/11/easy-homemade-rice-and-beans.html;https://spoonacular.com/recipeImages/easy-homemade-rice-and-beans-716627.jpg;1 15-ounce can black beans, not drained,1 10-ounce can Rotel tomatoes with diced green chilies, not drained,2 tsp chili powder,1/2 tsp cumin,1/4 tsp ground black pepper,optional: 4-5 dashes of hot sauce,1 tsp olive oil,1/4 cup onion, chopped,1/2 cup uncooked rice,Easy Homemade Rice and Beans,3 Tbsp water;canned black beans,canned tomatoes,chili powder,cumin,ground pepper,hot sauce,olive oil,onion,rice,rice,water;With the holidays getting closer by the minute, I feel confident in saying that none of us have time to be slaving away in the kitchen making dinners. This time of year, every minute is crucial for planning, shopping, studying, working, traveling, or just taking 20 minutes to breathe. Whether you are a student studying for finals or a mom trying to organize all of your upcoming holiday festivities, you will appreciate this super easy and filling meal.This Easy Homemade Rice and Beans recipe is great served as a light dinner or as a side to accompany your favorite Mexican dish. Unlike the box or bag of rice and beans that you buy at the store, this dish is loaded with flavor without being full of sodium. And being just as easy as the store bought version, this recipe is definitely a winner. Plus, everything tastes better homemade, right?!Add all of the ingredients to one pot, let simmer for 20 minutes (or however long it takes your rice to cook), and you have yourself a delicious dish. Hard to beat that! And in that 20 minutes it takes for these rice and beans to cook, take a few minutes to sit down and get off your feet, maybe even make a drink, and just relax. Because we all deserve a few moments of relaxation during this crazy, busy time of year.Easy Homemade Rice and Beans(2 main dish servings or 4 side servings)1 tsp olive oil1/4 cup onion, chopped1/2 cup uncooked rice1 10-ounce can Rotel tomatoes with diced green chilies, not drained1 15-ounce can black beans, not drained2 tsp chili powder1/2 tsp cumin1/4 tsp ground black pepper3 Tbsp wateroptional: 4-5 dashes of hot sauceHeat the olive oil in a large pot over medium heat. Add onions and saute until soft, or for about 5 minutes. Add all other remaining ingredients and stir together. Increase the heat to medium high and bring to a boil. Cover and reduce heat to medium low so that the mixture simmers. Cook for 15-20 minutes, or until rice is fluffy and liquid is absorbed.* Serve with salsa, cheese, and sour cream.*Depending on the type of rice you use, you might have to increase the cooking time. Adjust cooking time based on the instructions provided on the rice package.
